sha,author,date,message,hour,day_of_week,day_num,is_weekend,is_late_night,is_after_hours,commit_frequency,date_day,daily_commits,commit_variability,sentiment,sentiment_magnitude,avg_sentiment,prev_sentiment,consecutive_negative,negative_streak,is_near_release,release_commit_density,burnout_risk_score,anomaly,burnout_risk_category
9ce77d9d96cc1ceca23934bd126019151f037ee8,sounakr,2024-08-13 18:22:31+00:00,Inverted Index Phase 3. Run black.,18,Tuesday,1,FALSE,FALSE,TRUE,15,2024-08-13,2,1.643167673,-0.166666667,0.166666667,-0.011111111,0,0,0,FALSE,0.8,2.4,1,Low
a9dc4959ba9446af310bec074ef5bd32c9372ee3,sounakr,2024-08-14 06:50:20+00:00, - Merge remote-tracking branch 'origin/main' into inverted_index,6,Wednesday,2,FALSE,FALSE,TRUE,15,2024-08-14,1,1.643167673,0,0,-0.011111111,-0.166666667,0,0,FALSE,0.8,2.4,1,Low
3936301c1812a760c57e6a2b1eb1bf669b314e9c,sounakr,2024-08-23 14:16:50+00:00,Inverted Index Phase 4. Add test Cases.,14,Friday,4,FALSE,FALSE,FALSE,15,2024-08-23,4,1.643167673,0,0,-0.011111111,0,0,0,TRUE,0.8,2.4,1,Low
4bcd93bd5b2d9ad97283630da78f7b102cd3fc7c,sounakr,2024-08-23 14:17:14+00:00, -Merge remote-tracking branch 'origin/main' into inverted_index,14,Friday,4,FALSE,FALSE,FALSE,15,2024-08-23,4,1.643167673,0,0,-0.011111111,0,0,0,TRUE,0.8,2.4,1,Low
7b013da9f5267dccb5c331fb5b5a6ee95ce7a493,sounakr,2024-08-23 18:35:41+00:00,Inverted Index Phase 5. Rectify Test Case.,18,Friday,4,FALSE,FALSE,TRUE,15,2024-08-23,4,1.643167673,0,0,-0.011111111,0,0,0,TRUE,0.8,2.4,1,Low
599f38c5502937c83ad8aab6e3b357ab7f9f8bd8,sounakr,2024-08-23 18:36:47+00:00, - Merge remote-tracking branch 'origin/inverted_index' into inverted_index,18,Friday,4,FALSE,FALSE,TRUE,15,2024-08-23,4,1.643167673,0,0,-0.011111111,0,0,0,TRUE,0.8,2.4,1,Low
ee9e1441c23768ca8879cb71f74673e2e7f9b950,sounakr,2024-08-24 04:46:38+00:00,Inverted Index Phase 6. Reformat Code,4,Saturday,5,TRUE,TRUE,TRUE,15,2024-08-24,5,1.643167673,0,0,-0.011111111,0,0,0,TRUE,0.8,8.4,-1,High
14c58792edf3348c62136a8e681b1cb53a812728,sounakr,2024-08-24 10:01:37+00:00,Inverted Index Phase 7. Adjust Review comments.,10,Saturday,5,TRUE,FALSE,FALSE,15,2024-08-24,5,1.643167673,0,0,-0.011111111,0,0,0,TRUE,0.8,6,-1,Moderate
0093eed2e23a268166239b834c347439c4893638,sounakr,2024-08-24 17:56:39+00:00,Inverted Index Phase 8.,17,Saturday,5,TRUE,FALSE,FALSE,15,2024-08-24,5,1.643167673,0,0,-0.011111111,0,0,0,TRUE,0.8,6,-1,Moderate
964d8de04efb77be4d9ef832666533dfa8721161,sounakr,2024-08-24 19:48:09+00:00,Inverted Index Phase 9.,19,Saturday,5,TRUE,FALSE,TRUE,15,2024-08-24,5,1.643167673,0,0,-0.011111111,0,0,0,TRUE,0.8,6,-1,Moderate
16331adbb4e8e94f6224562181391a38803d8657,sounakr,2024-08-24 19:49:30+00:00,Inverted Index Phase 10.,19,Saturday,5,TRUE,FALSE,TRUE,15,2024-08-24,5,1.643167673,0,0,-0.011111111,0,0,0,TRUE,0.8,6,-1,Moderate
b615064fe13f3112fbde30ee8718528c31d24a29,sounakr,2024-08-27 04:26:41+00:00,Inverted Index Phase 11. Remove vectorstore constants for inverted index as they are not used.,4,Tuesday,1,FALSE,TRUE,TRUE,15,2024-08-27,2,1.643167673,0,0,-0.011111111,0,0,0,TRUE,0.8,4.8,1,Moderate
190295b2976a899a29edd01f747df231d0e0ff6a,sounakr,2024-08-27 05:18:20+00:00,Inverted Index Phase 12. index_operation_vectorstore should work on on embedding tensor. in case it is None should return None.,5,Tuesday,1,FALSE,TRUE,TRUE,15,2024-08-27,2,1.643167673,0,0,-0.011111111,0,0,0,TRUE,0.8,4.8,1,Moderate
999b83b409addaadad1c5a46aa7b9db0c5ba4d35,tatevikh,2024-07-12 17:25:37+00:00,Update verison for next release,17,Friday,4,FALSE,FALSE,FALSE,16,2024-07-12,1,0.43852901,0,0,-0.01875,,0,0,TRUE,0.875,1.6,1,Low
b747e72729e3ce7b3b4b21b7c446e6e01204137d,tatevikh,2024-07-18 06:53:54+00:00,default index type test issue,6,Thursday,3,FALSE,FALSE,TRUE,16,2024-07-18,2,0.43852901,0,0,-0.01875,0,0,0,TRUE,0.875,1.6,1,Low
472e5b2635df76b5bda0b5b31b7e7b3c0edfdd7e,tatevikh,2024-07-18 06:53:54+00:00,fix padding for last element,6,Thursday,3,FALSE,FALSE,TRUE,16,2024-07-18,2,0.43852901,0,0,-0.01875,0,0,0,TRUE,0.875,1.6,1,Low
d1476878b1476c1bbe739bb8db58e408af6ae863,tatevikh,2024-07-19 04:32:38+00:00,Updated version for next release,4,Friday,4,FALSE,TRUE,TRUE,16,2024-07-19,1,0.43852901,0,0,-0.01875,0,0,0,TRUE,0.875,6,-1,Moderate
b18a8992b97bca74c08614cace1b142dbb3d2fe8,tatevikh,2024-07-24 08:20:48+00:00,move common pipelines to common place,8,Wednesday,2,FALSE,FALSE,FALSE,16,2024-07-24,2,0.43852901,-0.3,0.3,-0.01875,0,0,0,TRUE,0.875,1.6,1,Low
cdc00dab365fed99b4eb0108adcd625dd4b0ff41,tatevikh,2024-07-24 08:20:48+00:00,mmseg get pipeline by priority,8,Wednesday,2,FALSE,FALSE,FALSE,16,2024-07-24,2,0.43852901,0,0,-0.01875,-0.3,0,0,TRUE,0.875,1.6,1,Low
23c3d54c8249a9ba791d4817c1983377db79fe8e,tatevikh,2024-07-25 06:52:36+00:00,Updated version for next release,6,Thursday,3,FALSE,FALSE,TRUE,16,2024-07-25,1,0.43852901,0,0,-0.01875,0,0,0,TRUE,0.875,1.6,1,Low
c84d7e110df7c620bbbf441542ad239aa0ae53c7,tatevikh,2024-07-31 04:42:11+00:00,Updated version for next release,4,Wednesday,2,FALSE,TRUE,TRUE,16,2024-07-31,1,0.43852901,0,0,-0.01875,0,0,0,TRUE,0.875,4,1,Moderate
ddd83fce127db3fec8661bdea166241e86b7a4d1,tatevikh,2024-08-03 16:53:02+00:00,Updated version for next release,16,Saturday,5,TRUE,FALSE,FALSE,16,2024-08-03,1,0.43852901,0,0,-0.01875,0,0,0,TRUE,0.875,5.2,-1,Moderate
943a605d01431a7754e6360a6d1b0855de532699,tatevikh,2024-08-06 10:26:04+00:00,fix: fix list typehint.,10,Tuesday,1,FALSE,FALSE,FALSE,16,2024-08-06,2,0.43852901,0,0,-0.01875,0,0,0,TRUE,0.875,1.6,1,Low
f126c8014447fc8b5c7f4fad62c91ae92d68c24b,tatevikh,2024-08-06 14:15:50+00:00,Updated version for next release,14,Tuesday,1,FALSE,FALSE,FALSE,16,2024-08-06,2,0.43852901,0,0,-0.01875,0,0,0,FALSE,0.875,1.6,1,Low
fa7783e0c34a470a268f40f7422177e9dc4197d3,tatevikh,2024-08-27 20:13:41+00:00,Updated version for next release,20,Tuesday,1,FALSE,FALSE,TRUE,16,2024-08-27,1,0.43852901,0,0,-0.01875,0,0,0,TRUE,0.875,1.6,1,Low
25e6856a3376a06a2c095769bfd87cba73af6b02,tatevikh,2024-08-28 17:23:51+00:00,Updated version for next release,17,Wednesday,2,FALSE,FALSE,FALSE,16,2024-08-28,1,0.43852901,0,0,-0.01875,0,0,0,TRUE,0.875,1.6,1,Low
e140e43754693eb9259a21f60024137841035e54,tatevikh,2024-09-03 20:28:35+00:00,Updated version for next release,20,Tuesday,1,FALSE,FALSE,TRUE,16,2024-09-03,1,0.43852901,0,0,-0.01875,0,0,0,TRUE,0.875,1.6,1,Low
8894e7f3bb16112f26a440ec67da498e447ad348,tatevikh,2024-09-07 00:55:48+00:00,Update version for next release,0,Saturday,5,TRUE,TRUE,TRUE,16,2024-09-07,1,0.43852901,0,0,-0.01875,0,0,0,TRUE,0.875,7.6,-1,High
2362b3d2723f87c46f8ee4685a1811d5e7e1a76a,tatevikh,2024-09-11 18:39:29+00:00,Updated version for next release,18,Wednesday,2,FALSE,FALSE,TRUE,16,2024-09-11,1,0.43852901,0,0,-0.01875,0,0,0,FALSE,0.875,1.6,1,Low
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
